# [142, 159] EeV
1.000000000000000e+00	4.130782000000000e-01	3.712891000000000e-01
1.122018454301963e+00	3.786285000000000e-01	3.398041000000000e-01
1.258925411794167e+00	4.697434000000000e-01	4.593072000000000e-01
1.412537544622754e+00	3.141333000000000e-01	2.785969000000000e-01
1.584893192461114e+00	2.834424000000000e-01	2.522610000000000e-01
1.778279410038923e+00	2.575355000000000e-01	2.313674000000000e-01
1.995262314968880e+00	2.333357000000000e-01	2.117023000000000e-01
2.238721138568340e+00	2.085365000000000e-01	1.911979000000000e-01
2.511886431509580e+00	1.904493000000000e-01	1.757306000000000e-01
2.818382931264454e+00	1.712913000000000e-01	1.594005000000000e-01
3.162277660168380e+00	1.543099000000000e-01	1.445437000000000e-01
3.548133892335755e+00	1.457927000000000e-01	1.362762000000000e-01
3.981071705534973e+00	1.305398000000000e-01	1.222455000000000e-01
4.466835921509632e+00	1.209697000000000e-01	1.128365000000000e-01
5.011872336272724e+00	1.109236000000000e-01	1.022275000000000e-01
5.623413251903491e+00	1.023690000000000e-01	9.360858000000000e-02
6.309573444801933e+00	9.495598000000000e-02	8.454237000000001e-02
7.079457843841380e+00	8.624239000000000e-02	7.511327000000000e-02
7.943282347242816e+00	7.984159000000000e-02	6.895330000000000e-02
8.912509381337456e+00	7.390581000000000e-02	6.266076000000000e-02
1.000000000000000e+01	6.818360000000000e-02	5.694589000000000e-02
1.122018454301964e+01	6.347462000000000e-02	5.166029000000000e-02
1.258925411794167e+01	5.851295000000000e-02	4.634774000000000e-02
1.412537544622755e+01	5.358936000000000e-02	4.164514000000000e-02
1.584893192461114e+01	4.866856000000000e-02	3.653867000000000e-02
1.778279410038923e+01	4.375792000000000e-02	3.192159000000000e-02
1.995262314968880e+01	3.846207000000000e-02	2.719964000000000e-02
2.238721138568340e+01	3.326513000000000e-02	2.291169000000000e-02
2.511886431509581e+01	2.855795000000000e-02	1.851131000000000e-02
2.818382931264455e+01	2.354414000000000e-02	1.435902000000000e-02
3.162277660168379e+01	1.889510000000000e-02	1.124708000000000e-02
3.548133892335755e+01	1.461083000000000e-02	8.014016000000001e-03
3.981071705534973e+01	1.088951000000000e-02	5.558810000000000e-03
4.466835921509632e+01	7.766303000000000e-03	3.699187000000000e-03
5.011872336272725e+01	5.152658000000000e-03	2.163387000000000e-03
5.623413251903491e+01	3.186797000000000e-03	1.241764000000000e-03
6.309573444801933e+01	1.814016000000000e-03	6.019887000000000e-04
7.079457843841381e+01	9.804181999999999e-04	2.995131000000000e-04
7.943282347242817e+01	4.255586000000000e-04	1.201915000000000e-04
8.912509381337459e+01	1.768007000000000e-04	3.175887000000000e-05
1.000000000000000e+02	5.419311000000000e-05	1.361240000000000e-05
1.122018454301964e+02	1.785640000000000e-05	2.546329000000000e-06
1.258925411794168e+02	6.179538000000000e-06	1.063356000000000e-06
1.412537544622754e+02	9.161529000000000e-07	3.998821000000000e-07
1.584893192461114e+02	4.707268000000000e-08	0.000000000000000e+00
1.778279410038923e+02	0.000000000000000e+00	0.000000000000000e+00
1.995262314968881e+02	0.000000000000000e+00	0.000000000000000e+00
2.238721138568340e+02	0.000000000000000e+00	0.000000000000000e+00
2.511886431509582e+02	2.101082000000000e-01	2.527538000000000e-01
2.818382931264455e+02	0.000000000000000e+00	0.000000000000000e+00
3.162277660168380e+02	0.000000000000000e+00	0.000000000000000e+00
3.548133892335757e+02	0.000000000000000e+00	0.000000000000000e+00
3.981071705534973e+02	0.000000000000000e+00	0.000000000000000e+00
4.466835921509635e+02	0.000000000000000e+00	0.000000000000000e+00
5.011872336272725e+02	0.000000000000000e+00	0.000000000000000e+00
5.623413251903490e+02	0.000000000000000e+00	0.000000000000000e+00
6.309573444801937e+02	0.000000000000000e+00	0.000000000000000e+00
7.079457843841381e+02	0.000000000000000e+00	0.000000000000000e+00
7.943282347242822e+02	0.000000000000000e+00	0.000000000000000e+00
8.912509381337459e+02	0.000000000000000e+00	0.000000000000000e+00
1.000000000000000e+03	0.000000000000000e+00	0.000000000000000e+00
1.122018454301964e+03	0.000000000000000e+00	0.000000000000000e+00
1.258925411794168e+03	0.000000000000000e+00	0.000000000000000e+00
1.412537544622755e+03	0.000000000000000e+00	0.000000000000000e+00
1.584893192461114e+03	0.000000000000000e+00	0.000000000000000e+00
1.778279410038923e+03	0.000000000000000e+00	0.000000000000000e+00
1.995262314968881e+03	0.000000000000000e+00	0.000000000000000e+00
2.238721138568340e+03	0.000000000000000e+00	0.000000000000000e+00
2.511886431509582e+03	0.000000000000000e+00	0.000000000000000e+00
2.818382931264455e+03	0.000000000000000e+00	0.000000000000000e+00
3.162277660168379e+03	0.000000000000000e+00	0.000000000000000e+00
